,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
7380,1086006702,MineSweeper　マインスイーパ無料,0,0.0,1.0.0,Games,Free,7.7M,0.0$,Everyone
7382,1086015361,銀魂 公式連載アプリ〜銀魂の漫画が毎週１巻読めるアプリ〜,1,1.0,1.6.2,Book,Free,38.1M,0.0$,Everyone
7385,1086101495,ZEDGE™ Wallpapers,2215,3.5,2.7.6,Entertainment,Free,58.4M,0.0$,Everyone 12+
7386,1086126576,Cool Jigsaw Puzzles,63,4.0,5.8.0,Games,Free,326.3M,0.0$,Everyone
7388,1086252028,Gravity Switch,1405,4.5,1.1.2,Games,Free,41.3M,0.0$,Everyone
7391,1086316112,Disney LOL,1259,4.0,1.7.2,Entertainment,Free,56.9M,0.0$,Everyone
7392,1086354043,Flappy Bird : original version !,516,4.5,1.1,Games,Free,7.0M,0.0$,Everyone
7394,1086378532,Fireboy and Watergirl: Online in the Forest Temple - Multiplayer Running and Adventure Game,3965,3.5,1.2.6,Games,Free,103.1M,0.0$,Everyone
7395,1086379636,Twisty Arrow - Shoot the Circle Wheel,4440,4.5,1.1,Games,Free,76.8M,0.0$,Everyone
7396,1086391724,Wonder Keyboard: Sound Smart & Funny with AI,375,4.5,1.6.6,Utilities,Free,67.8M,0.0$,Teen
7398,1086451637,CHINGOJI,58,3.0,1.06,Entertainment,Paid,20.4M,0.99$,Everyone
7400,1086477428,Mixed Macho Arts,9,3.0,1.1,Games,Paid,62.5M,0.99$,Everyone 12+
7401,1086502786,Goosebumps Night of Scares.,20,4.5,1.3.2,Games,Paid,329.5M,2.99$,Everyone 12+
7404,1086519782,ST channel ［エスティーチャンネル］- 雑誌『セブンティーン』公式アプリ,0,0.0,1.1.10,News,Free,70.1M,0.0$,Everyone
7407,1086539327,Live Wallpapers Pro by Themify - Dynamic Animated Themes and Backgrounds,154,4.0,1.2,Entertainment,Paid,23.0M,2.99$,Everyone
7409,1086548430,国金宝理财-15%年化收益的金融投资赚钱软件,0,0.0,2.4.1,Finance,Free,46.4M,0.0$,Adults only
7411,1086577498,Puzzle Monster Quest - New MultiPlayer,894,4.5,3.4.1,Games,Free,1073.4M,0.0$,Teen
7412,1086617993,BlockyTime - Track your time no need to Start/Stop,9,5.0,1.4.2,Productivity,Paid,11.1M,1.99$,Everyone
7413,1086625206,Ball Escape!,48,3.0,1.2,Games,Free,125.4M,0.0$,Everyone
7414,1086644209,Loop Mania,534,4.5,1.1.4,Games,Free,64.3M,0.0$,Everyone
7415,1086647459,Independence Day Resurgence: Battle Heroes,523,4.0,1.12,Games,Free,262.9M,0.0$,Teen
7417,1086688310,ひとほろぼし,0,0.0,1.1,Games,Free,42.0M,0.0$,Everyone 12+
7418,1086758579,VR HORROR,241,3.5,0.93,Games,Free,102.7M,0.0$,Everyone 12+
7419,1086758987,Maps for Minecraft PE (Mine Maps for Pocket Edition),134,3.0,1.0,Entertainment,Paid,10.7M,1.99$,Teen
7421,1086794447,Plummet Dash,194,4.0,1.0,Games,Free,23.6M,0.0$,Everyone
7422,1086795798,Unstoppable: Highway Truck Racing Game,13,3.5,1.1.60,Games,Paid,126.1M,2.99$,Everyone 12+
7423,1086799932,Surface: Return to Another World - A Hidden Object Adventure (Full),82,4.5,1.0.0,Games,Paid,619.9M,6.99$,Teen
7428,1086859120,KINGDOM HEARTS Union χ[Cross],2984,4.0,2.0.2,Games,Free,78.6M,0.0$,Everyone
7432,1086917828,Boooom!! -たった1発で爆破できますか？-,0,0.0,1.0.1,Games,Free,13.4M,0.0$,Everyone
7434,1086929344,Dancing with the Stars: The Official Game,1098,4.0,2.7,Games,Free,334.5M,0.0$,Everyone
7435,1086937448,High School Crush - My First Love,2003,4.5,1.2.0,Games,Free,218.0M,0.0$,Teen
7436,1086964574,大根にしがみつく女子高生,10,5.0,1.0.9,Games,Free,89.5M,0.0$,Teen
7437,1086978383,LEGO® DC Super Heroes Mighty Micros,172,4.0,1.4.393,Games,Free,156.8M,0.0$,Everyone
7439,1087011731,-The 穴通し3D- 君の記憶力x反射神経を問う! ～Mr.CURVEからの挑戦状 ～,0,0.0,1.0,Games,Free,141.1M,0.0$,Everyone
7440,1087074229,Scotmoji - Scottish emoji-stickers!,53,2.0,1.8,Utilities,Paid,64.8M,0.99$,Everyone 12+
7441,1087075743,Snakebird,401,3.5,1.0,Games,Free,118.6M,0.0$,Everyone
7442,1087095011,Glasmoji - Glasgow emoji-stickers,1,3.0,1.1,Utilities,Paid,63.5M,0.99$,Everyone 12+
7443,1087095785,Mancmoji - Manchester emoji-stickers!,0,0.0,1.1,Utilities,Paid,68.1M,0.99$,Everyone 12+
7444,1087096070,Scousemoji - Liverpool emoji-stickers,0,0.0,1.2,Utilities,Paid,63.1M,0.99$,Everyone 12+
7446,1087125014,Labyrinths of the World: Changing the Past HD - A Mystery Hidden Object Game (Full),76,4.5,1.0.0,Games,Paid,1401.0M,6.99$,Teen
7449,1087200930,おかず甲子園,0,0.0,1.3,Games,Free,190.6M,0.0$,Everyone
7457,1087266454,Move the Match - Matchstick Puzzles for Free,441,4.0,1.1.1,Games,Free,34.2M,0.0$,Everyone
7458,1087273941,女性向けまとめ読みアプリ - pool（プール）-,0,0.0,2.4.6,Lifestyle,Free,85.3M,0.0$,Adults only
7459,1087276648,イケメン革命◆アリスと恋の魔法 恋愛ゲーム,0,0.0,1.1.2,Games,Free,88.2M,0.0$,Everyone 12+
7461,1087280174,"Please,Dad. I wanna live.　おとうさん、おねがい。わたし生きたいよ。",0,0.0,1.0.1,Games,Free,70.0M,0.0$,Everyone 12+
7462,1087282720,Sloomy,241,4.5,1.4.1,Games,Free,73.0M,0.0$,Everyone
7463,1087286731,Warp Shift,1178,4.5,1.0.1,Games,Free,326.6M,0.0$,Everyone
7464,1087286874,Sausage Legend - Fighting Game,90,4.5,1.2.0,Games,Free,124.1M,0.0$,Teen
7465,1087287522,Brio - Don’t Fall!,56,3.5,1.0,Games,Free,39.5M,0.0$,Everyone
7466,1087318096,Ridiculous Parking Simulator a Real Crazy Multi Car Driving Racing Game,43,4.0,1.0.1,Games,Free,316.1M,0.0$,Everyone
7467,1087344255,TAP BRAIN - 1日5分の計算で頭が良くなるゲーム,0,0.0,1.1.1,Games,Free,42.1M,0.0$,Everyone
7468,1087422283,Akuarella,7,5.0,1.2.1,Photo & Video,Paid,95.3M,1.99$,Adults only
7469,1087433788,Tap Hero,1444,4.5,1.01,Games,Free,24.9M,0.0$,Everyone 12+
7471,1087489471,War Tortoise,10555,5.0,1.2.1,Games,Free,388.2M,0.0$,Everyone 12+
7472,1087490734,Emoji Blitz,999,4.0,1.0,Games,Free,14.8M,0.0$,Everyone
7473,1087637812,Dash Heroes,2,4.5,1.1.1,Games,Free,54.8M,0.0$,Everyone
7474,1087638293,Batman v Superman: Who Will Win,314,3.0,1.1,Games,Free,185.2M,0.0$,Teen
7480,1087685392,Solitaire Free: card games for adults,4891,4.5,1.26,Entertainment,Free,32.5M,0.0$,Everyone
7481,1087693451,Dumb Ways JR Boffo's Breakfast,31,3.5,1.0,Education,Paid,88.0M,1.99$,Everyone
7482,1087698005,謎トレ 謎解き脳トレーニング,0,0.0,1.0.0,Book,Free,5.9M,0.0$,Everyone
7483,1087702752,脱出ゲーム　海底神殿からの脱出,0,0.0,1.0.0,Games,Free,148.3M,0.0$,Everyone
7486,1087728027,热血超人-二次元卡牌游戏,0,0.0,1.0.212,Games,Free,698.7M,0.0$,Teen
7487,1087738560,斗地主·大全-2017年最受欢迎的精品棋牌游戏合集,0,0.0,3.98,Games,Free,79.2M,0.0$,Adults only
7488,1087742191,Smart Baby Sorter HD - Early Learning Shapes and Colors / Matching and Educational Games for Preschool Kids,5,4.5,1.0,Games,Paid,16.0M,2.99$,Everyone
7490,1087784913,Disco Dave,444,4.5,1.5.0,Games,Free,89.1M,0.0$,Everyone
7491,1087793008,Blair's Fashion Boutique - School Style,299,4.5,1.1,Games,Free,107.3M,0.0$,Everyone
7492,1087817882,Puppy Life - Secret Pet Party,343,4.0,1.1,Games,Free,186.5M,0.0$,Everyone
7493,1087839782,MuvaMoji by Amber Rose,2061,4.5,1.5,Entertainment,Paid,70.2M,1.99$,Adults only
7494,1087893385,The Bad Man Tipster - Betting Tips,0,0.0,1.35,Entertainment,Free,49.6M,0.0$,Adults only
7495,1087897068,企业微信,7,2.5,1.3.10,Business,Free,132.7M,0.0$,Everyone
7496,1087984514,Cheats for FNAF World - Unlock every ending and beat the game with ease!,84,4.0,1.0.3,Reference,Paid,62.3M,2.99$,Everyone 12+
7497,1088041538,Phantasmat: The Dread of Oakville - A Mystery Hidden Object Game (Full),71,4.5,1.0.0,Games,Paid,973.9M,6.99$,Teen
7498,1088056625,Myths of the World: The Whispering Marsh - A Mystery Hidden Object Game (Full),65,4.5,1.0.2,Games,Paid,870.5M,6.99$,Teen
7500,1088115502,Best 9 for Instagram,88,1.0,1.1,Photo & Video,Free,26.0M,0.0$,Everyone
7502,1088126570,Brain Block -脳トレ分解パズル-,0,0.0,1.0.1,Games,Free,94.6M,0.0$,Everyone
7503,1088135010,Keyboard PE - Custom keyboard for Modded Pocketmine Servers of Minecraft PE,7,1.5,1.0,Utilities,Paid,21.3M,1.99$,Everyone
7506,1088172195,Escape Game: Relief,49,5.0,1.2,Games,Free,40.1M,0.0$,Everyone
7509,1088186369,タップモンスター◆タップだけの簡単本格RPG/タプモン,0,0.0,1.0.7,Games,Free,192.1M,0.0$,Teen
7510,1088194226,Monster Raid™,116,4.0,2.0.0,Games,Free,348.4M,0.0$,Teen
7512,1088211144,Buddyman Run － keep running!,762,4.5,1.8.1,Games,Free,265.9M,0.0$,Teen
7514,1088242281,Stickman Cubed,47,4.5,1.0,Games,Free,104.8M,0.0$,Everyone
7515,1088263864,Rising Warriors: War Games - The New Order,541,3.5,2.2,Games,Free,49.1M,0.0$,Teen
7516,1088300283,Vintage Slots Las Vegas - Old Slot Machine Games!,1474,5.0,1.8.2,Games,Free,66.6M,0.0$,Everyone 12+
7517,1088318418,Сluster Traffic: Parkour Trucks Pro,4,3.5,1.0,Games,Paid,155.4M,0.99$,Everyone
7518,1088389081,Lucky Block Mod Survival Game PE - Pocket Edition,272,4.0,1.0,Games,Paid,106.4M,0.99$,Everyone 12+
7519,1088496590,Clash Playbook: Plan Attacks for Clash of Clans,0,0.0,1.1.0,Utilities,Paid,48.3M,0.99$,Everyone
7521,1088540036,Retro City Rampage DX,68,4.5,1.0.1,Games,Paid,14.9M,4.99$,Everyone 12+
7523,1088568893,Masks - MSQRD Edition,0,0.0,1.0.1,Photo & Video,Paid,12.6M,0.99$,Teen
7524,1088580204,Skippy Box,130,4.5,2,Games,Free,77.1M,0.0$,Everyone
7526,1088585714,ThemeOut,612,2.5,1.0.1,Utilities,Free,87.4M,0.0$,Everyone
7527,1088589710,Pupoji - Cute Dog Emoji Keyboard Puppy Face Emojis,0,0.0,1.3,Entertainment,Paid,58.2M,0.99$,Everyone
7528,1088625279,Hexavoid,386,4.5,2.6.1,Games,Free,85.7M,0.0$,Everyone
7529,1088632237,Devil Tower 2,0,0.0,2.0.2,Games,Paid,97.1M,0.99$,Teen
7530,1088682460,Flippy - Star in famous clips!,134,4.0,2.3.3,Photo & Video,Paid,81.4M,0.99$,Everyone 12+
7538,1088731673,"人気の動画まとめてみた。""for YouTube""",0,0.0,1.0,Entertainment,Free,8.1M,0.0$,Adults only
7544,1088941177,Go Surf - The Endless Wave Runner,68,4.0,1.4.5,Games,Free,218.0M,0.0$,Teen
7545,1089003380,Heavy Metal Emoji Keyboard,51,3.5,1.1,Entertainment,Paid,59.4M,0.99$,Adults only
7550,1089048531,Restaurant DASH with Gordon Ramsay,21804,4.5,2.0.9,Games,Free,166.8M,0.0$,Teen
7551,1089058534,【謎解き】自称カノジョからの病みすぎメッセージ,1,4.0,1.0,Book,Free,15.6M,0.0$,Everyone
7556,1089108246,おかんからのメッセ - ほのぼの謎解きゲーム,1,5.0,1.0.6,Book,Free,29.3M,0.0$,Everyone
7559,1089125950,箱庭シティ鉄道,0,0.0,1.05,Games,Paid,200.8M,5.99$,Everyone
7561,1089138131,Escape Alice House2,8,4.5,1.3,Games,Free,53.8M,0.0$,Everyone
7562,1089193839,Super Slime Blitz – Gumball Endless Arcade Climber,668,4.5,1.0.2,Games,Free,322.6M,0.0$,Everyone
7563,1089215088,Fold+,4,3.5,1.0,Games,Paid,52.5M,1.99$,Everyone
7565,1089336971,Talking Tom Gold Run: Fun & Endless Running Game,18733,4.5,1.7.4,Games,Free,193.2M,0.0$,Everyone
7566,1089372833,ドリブルの達人,0,0.0,1.0.1,Games,Free,19.5M,0.0$,Everyone
7567,1089386287,非诚勿扰-中国最大免费婚恋交友平台,3,3.5,5.6.0,Social Networking,Free,12.3M,0.0$,Adults only
7570,1089462231,小学館 オックスフォード 英語コロケーション辞典,0,0.0,1.1,Reference,Paid,68.7M,22.99$,Everyone
7571,1089471259,Great App for Who is Your Daddy version,103,1.5,1.1,Reference,Paid,21.6M,0.99$,Everyone 12+
7573,1089516052,洋葱圈—正经人的不正经聊天工具,0,0.0,2.7.1,Social Networking,Free,96.6M,0.0$,Everyone 12+
7575,1089580662,Shield Designer for Minecraft,17,2.5,1.0,Games,Paid,19.6M,0.99$,Everyone
7576,1089666978,Activity++,131,4.5,1.1.2,Health & Fitness,Paid,2.5M,2.99$,Everyone
7578,1089810837,心の美男美女診断,0,0.0,1.0.2,Entertainment,Free,14.4M,0.0$,Adults only
7579,1089824278,VR Roller Coaster,67,3.5,0.81,Games,Free,229.8M,0.0$,Everyone
7580,1089836344,Live.me – Live Video Chat & Make Friends Nearby,14724,4.5,3.6.20,Social Networking,Free,156.2M,0.0$,Adults only
7583,1089847385,Levels - Addictive Puzzle Game,7,4.0,1.6.1,Games,Free,85.8M,0.0$,Everyone
7584,1089849623,現金製造ロボ -毎日コツコツ3万円稼ぐ-,0,0.0,1.0.4,Finance,Free,28.4M,0.0$,Adults only
7587,1089982285,Zen,298,4.5,2.5.0,Health & Fitness,Free,55.4M,0.0$,Everyone
7589,1090258212,NumberQ,0,0.0,1.0.0,Games,Free,68.1M,0.0$,Everyone
7590,1090267690,BLOCK(ブロック) -ぼくの箱庭【3D】-,0,0.0,1.0.1,Games,Free,201.2M,0.0$,Everyone
7592,1090276143,Tap Tap Trillionaire,1595,4.5,1.12.0,Games,Free,136.1M,0.0$,Everyone
7593,1090292301,YANKAI'S TRIANGLE,61,4.5,3.9.27,Games,Paid,55.4M,1.99$,Teen
7594,1090320498,Thomas & Friends™: Read & Play,30,4.0,1.0.5,Entertainment,Free,80.1M,0.0$,Everyone
7601,1090532562,Golf Ball Locator,38,2.0,1.6,Sports,Paid,3.7M,3.99$,Everyone
7602,1090552213,The Bug Butcher,153,4.0,1.0.1,Games,Paid,687.5M,3.99$,Everyone 12+
7604,1090577736,Riptide GP: Renegade,412,4.5,1.1.0,Games,Paid,102.7M,2.99$,Teen
7605,1090617661,Steve - The Jumping Dinosaur Widget Arcade Game,7751,4.5,1.6.1,Games,Free,25.6M,0.0$,Everyone
7606,1090636013,出会い系無料で遊べるsnsアプリ内緒チャットトーク,0,0.0,1.0,Social Networking,Free,13.6M,0.0$,Adults only
7608,1090653945,Messenger for WhatsApp - Pro App,6,2.5,1.4,Business,Paid,0.7M,1.99$,Everyone
7609,1090725456,迷你屠龙传(1.76经典休闲挂机版),1,5.0,1.0.0,Games,Paid,32.7M,0.99$,Adults only
7610,1090731387,Versus - Multiplayer Game (2 players),1,5.0,2.1.2,Games,Free,57.9M,0.0$,Everyone
7611,1090742878,iLive Pro - Live Wallpapers for iPhone 7,9,3.0,1.4,Lifestyle,Paid,1.6M,0.99$,Everyone
7613,1090757314,Bow Hunt Simulator,8,2.5,1.1.2,Sports,Paid,50.0M,1.99$,Everyone 12+
7614,1090759947,TohTum,110,4.0,1.0.3,Games,Free,72.4M,0.0$,Everyone
7623,1090826925,Ball Tower,67,3.5,1.6,Games,Free,119.1M,0.0$,Everyone
7624,1090842524,Ｘ:15秒の人気 アクション ゲーム,0,0.0,1.2.6,Games,Free,125.3M,0.0$,Everyone
7625,1090871721,Farming PRO 2016,133,4.0,1.6,Games,Paid,324.6M,4.99$,Everyone
7626,1090877424,Lewandowski: Football Star,385,5.0,1.2.1,Games,Free,321.8M,0.0$,Everyone
7627,1090922211,Dino Tales Jr – storytelling for young minds,19,3.0,1.3.1,Education,Paid,249.0M,2.99$,Everyone
7628,1090936977,Catholic Emoji,26,3.0,2.1,Lifestyle,Paid,15.2M,1.99$,Everyone
7629,1091000556,Growing Pug,1194,4.0,1.03,Games,Paid,52.4M,0.99$,Everyone
7630,1091024209,ThemeWave,24,1.0,1.4.3,Lifestyle,Paid,6.8M,3.99$,Everyone
7632,1091126272,スマイルパーク 〜らくらく放置系遊園地ゲーム〜,0,0.0,1.0.3,Games,Free,95.5M,0.0$,Everyone
7634,1091144704,"Hair Fashion™ - Girls Makeup, Dressup and Makeover Games",197,4.0,1.0,Games,Free,96.3M,0.0$,Everyone
7638,1091186897,Horror Story 2016　こわい話,0,0.0,1.0.1,Book,Free,28.2M,0.0$,Everyone 12+
7640,1091192778,Test your color IQ！カラーIQ診断テスト,0,0.0,1.0.2,Entertainment,Free,15.7M,0.0$,Adults only
7642,1091215595,Toca Dance Free,149,4.0,1.0.1,Education,Free,83.1M,0.0$,Everyone
7644,1091277956,Battlefleet Gothic: Leviathan,147,4.0,1.2.2,Games,Paid,401.0M,9.99$,Teen
7646,1091363676,Grim Tales: Threads of Destiny - A Hidden Object Mystery (Full),70,4.5,1.0.0,Games,Paid,808.5M,6.99$,Teen
7648,1091366179,Wonderball - One Touch Endless Ball Arcade Action,180,4.5,1.2.4,Games,Free,183.6M,0.0$,Everyone
7649,1091366799,Chimeras: The Signs of Prophecy - A Hidden Object Adventure (Full),71,4.5,1.0.0,Games,Paid,609.8M,6.99$,Teen
7654,1091456207,Fill - one-line puzzle game,15,4.5,1.0.7,Games,Free,69.1M,0.0$,Everyone
7656,1091487691,陌爱-最in全民交友神器！同城寂陌陌生帅哥美女视频聊天约会平台,0,0.0,1.0.0,Lifestyle,Free,29.1M,0.0$,Adults only
7659,1091522492,感動アプリ！無料ゲーム Japanese Gacha,3,4.0,1.4.1,Games,Free,73.7M,0.0$,Everyone 12+
7661,1091569546,Behind You!!,40,5.0,1.0.1,Games,Free,50.5M,0.0$,Teen
7662,1091598017,Dead In Bermuda,24,3.5,1.0.2,Games,Paid,587.1M,4.99$,Everyone 12+
7663,1091620783,Teenage Mutant Ninja Turtles: Half-Shell Heroes,20,4.0,1.1,Education,Paid,340.7M,3.99$,Everyone
7664,1091627644,Marmiton Twist,2,4.5,1.2.1,Food & Drink,Free,31.2M,0.0$,Everyone
7665,1091640857,"That Dragon, Cancer",132,4.5,1.0.4,Games,Paid,3677.9M,4.99$,Everyone 12+
7667,1091684426,My Boo Town - Create your own Village of Boos,1829,4.5,1.12.2,Games,Free,112.6M,0.0$,Everyone
7668,1091699305,OctoPie - a Game Shakers App,374,4.0,2.0,Games,Free,252.2M,0.0$,Everyone
7669,1091700242,Gboard — a new keyboard from Google,8873,4.0,1.4.4,Utilities,Free,119.7M,0.0$,Everyone
7670,1091824117,Aeronaut,15,3.5,1.0.2,Games,Free,72.7M,0.0$,Everyone
7672,1091891746,陌爱神器-不闲聊！陌生人快速约见面平台,0,0.0,1.9.0,Social Networking,Free,42.8M,0.0$,Adults only
7675,1091944550,slither.io,107817,3.5,1.4.2,Games,Free,31.0M,0.0$,Everyone
7677,1091946582,陌恋-同城高颜值寂寞美女帅哥激情交友聊天神器！,1,1.0,1.0.0,Lifestyle,Free,27.2M,0.0$,Adults only
7680,1091961831,心がラクになる後ろ向き名言100選,0,0.0,1.0.10,Book,Free,89.6M,0.0$,Everyone 12+
7681,1091974564,MOBIUS FINAL FANTASY,3640,4.5,1.4.100,Games,Free,131.7M,0.0$,Everyone 12+
7687,1091993742,"Princess Pet Palace: Royal Pony - Pet Care, Play & Dress Up",74,4.5,1.1,Games,Free,185.3M,0.0$,Everyone
7688,1091997580,出会うカメ,0,0.0,1.0.6,Games,Free,64.5M,0.0$,Everyone
7690,1092109109,Kids Play Club - Fun Games & Activities,73,4.0,1.1,Games,Free,113.8M,0.0$,Everyone
7691,1092146718,The Hero Project: Redemption Season,183,4.5,1.1.1,Games,Paid,37.7M,4.99$,Everyone 12+
7692,1092148948,"Play-Doh TOUCH - Shape, Scan, Explore",126,3.5,1.0.22,Games,Free,309.0M,0.0$,Everyone
7694,1092258126,Back To Square One,310,4.5,1.0.8,Games,Free,122.9M,0.0$,Teen
7695,1092276838,Pixel Cup Soccer 16,1024,4.5,1.0.8,Games,Paid,63.9M,2.99$,Everyone
7697,1092371543,Puzzle Game for Brain Training -KITINTO-,0,0.0,1.1.1,Games,Free,103.7M,0.0$,Everyone
7699,1092374597,"real happy majiang-all stars majiang,mahjong",0,0.0,3.735,Games,Free,71.4M,0.0$,Everyone 12+
7701,1092447708,Mr.Luma's Super Flight,0,0.0,1.0,Education,Paid,58.0M,0.99$,Everyone
7702,1092448381,MobileFamilyTree 8,19,3.5,8.1.4,Productivity,Paid,67.8M,17.99$,Everyone
7704,1092463029,お解きなさい！,0,0.0,1.0.0,Book,Free,8.8M,0.0$,Everyone
7705,1092463062,Pixelgrams: Pixel Puzzles,156,4.0,1.4.0,Games,Free,79.9M,0.0$,Teen
7706,1092463295,Monster Super League,10368,5.0,1.3.7,Games,Free,156.3M,0.0$,Everyone 12+
7709,1092574509,Dark Souls III Map Companion,11,3.5,1.1,Reference,Paid,36.8M,2.99$,Everyone
7710,1092650486,One Fish Two Fish Red Fish Blue Fish - Read & Learn - Dr. Seuss,13,4.5,4.0.7,Book,Paid,58.4M,3.99$,Everyone
7711,1092651841,Horton Hears a Who! - Read & Play - Dr. Seuss,5,4.5,4.0.7,Book,Paid,88.9M,3.99$,Everyone
7712,1092653320,Vice Lipstick,31,3.5,1.0.3,Lifestyle,Free,136.0M,0.0$,Everyone 12+
7713,1092704571,UA Shop by Under Armour,741,4.5,1.15,Shopping,Free,192.9M,0.0$,Everyone
7714,1092749144,Albert & Otto,62,3.0,1.1.2,Games,Paid,250.6M,1.99$,Teen
7716,1092850344,Monster Girls Creator Catch em for Pokémon fans,2374,4.5,2.7,Games,Free,83.5M,0.0$,Everyone
7717,1092854935,Flying Car Driving Simulator Free: Extreme Muscle Car - Airplane Flight Pilot,1882,4.5,1.0,Games,Free,66.5M,0.0$,Everyone
7719,1092899813,Soccer Hit,309,4.0,1.0.2,Games,Free,167.4M,0.0$,Everyone
7721,1092938333,豪快ショット連発！爽快卓球ゲーム「サァァァ！」,0,0.0,1.0.6,Sports,Free,41.2M,0.0$,Everyone
7724,1092971411,Eyes Cube,69,4.0,1.0,Games,Free,115.1M,0.0$,Everyone
7730,1093055087,妖怪别跑,0,0.0,1.0.0,Games,Paid,196.4M,0.99$,Teen
7731,1093055888,カテエネ×Shufoo！,0,0.0,1.0.6,Lifestyle,Free,5.9M,0.0$,Adults only
7732,1093056214,レアジョブ瞬間中学英単語 | リスニングやTOEICの基礎学力にも,0,0.0,1.0.7,Education,Free,86.8M,0.0$,Everyone
7734,1093090526,Dice Mania - Play Free Online Classic Board Game with Friends,20,4.5,1.0.0,Games,Free,47.9M,0.0$,Everyone 12+
7736,1093108529,Coloring Book for Me - Coloring pages for adults,7692,4.5,1.8,Entertainment,Free,104.3M,0.0$,Everyone
7738,1093131935,Incredibox,472,4.5,2.0,Games,Paid,62.9M,3.99$,Everyone
7740,1093180069,Civil War: 1861,6,5.0,1.1,Games,Paid,193.8M,1.99$,Everyone 12+
7741,1093190533,PewDiePie's Tuber Simulator,90851,5.0,1.9.1,Games,Free,254.4M,0.0$,Teen
7742,1093260038,Master For Minecraft Pocket Edition - Ultimate Guide For PE,195,4.0,1.1,Utilities,Paid,12.1M,1.99$,Everyone
7743,1093326711,TRUMP'S WALL - Build it Huge,1278,4.0,1.3,Games,Free,51.8M,0.0$,Everyone 12+
7744,1093334825,輪ゴムでシュート！ - 無料で遊べるミニゲーム,0,0.0,1.1.2,Games,Free,287.4M,0.0$,Teen
7747,1093360165,Simple Habit,2494,5.0,3.2,Health & Fitness,Free,128.2M,0.0$,Everyone
7751,1093383478,2代目 Nソウル みそぽん,0,0.0,1.0.5,Games,Free,20.4M,0.0$,Everyone
7753,1093396572,SteamWorld Heist,277,4.5,1.1,Games,Paid,231.4M,9.99$,Teen
7755,1093405374,Sugar Slide: The Path Home,365,4.5,1.0.12,Games,Free,158.4M,0.0$,Everyone
7756,1093409783,Through The Fog!,216,4.0,1.6,Games,Free,177.9M,0.0$,Everyone
7759,1093430283,Escape from the wedding hall.,9,4.0,1.0,Games,Free,103.3M,0.0$,Everyone
7760,1093438308,Moomijis Moomin Stickers,5,3.0,1.5,Utilities,Paid,18.3M,0.99$,Everyone
7762,1093466319,"Girls PJ Party - Dress Up, Spa & Fun",621,4.0,1.1,Games,Free,241.5M,0.0$,Everyone
7763,1093488401,Extreme Heavy Trucker Parking Simulator,44,4.0,1.0,Games,Free,214.5M,0.0$,Everyone
7765,1093582666,Krome Studio Service Plus,269,3.5,3.0,Photo & Video,Paid,31.3M,1.99$,Everyone
7766,1093681017,Impossible Goal 3D,0,0.0,4.0.0,Games,Free,171.6M,0.0$,Everyone
7767,1093727370,DARUMA -目玉を転がして入れてください-,0,0.0,1.0.1,Games,Free,126.8M,0.0$,Everyone
7772,1093751264,はじめん　～はじめとつくる動画生活～,0,0.0,1.0.4,Games,Free,164.7M,0.0$,Teen
7774,1093776653,A New Life,17,3.0,1.3,Games,Paid,100.5M,0.99$,Everyone 12+
7776,1093784264,Notice for smartwatch,146,1.0,1.0.4,Utilities,Paid,1.0M,4.99$,Everyone
7778,1093809825,Quiz Tales,129,4.0,1.0.4,Games,Free,228.4M,0.0$,Everyone
7779,1093811993,"Pony Princess Academy - Dress Up, Style, Feed & Care for Ponies Game",168,4.5,1.3.0,Games,Free,235.0M,0.0$,Everyone
7780,1093824646,"Dream Diary - My Life, My Adventure!",390,4.0,1.0,Games,Free,79.4M,0.0$,Everyone
7781,1093825530,Baby Twins - Terrible Two,710,4.0,1.2,Games,Free,116.0M,0.0$,Everyone
7782,1093829912,Daddy's Little Helper - Messy Home Adventure,270,4.0,1.1,Games,Free,101.6M,0.0$,Everyone
7783,1093833768,Candy Makeup - Sweet Salon Game for Girls,575,4.0,1.6,Games,Free,121.8M,0.0$,Everyone
7785,1093865954,Candy's Carnival,86,4.0,1.2,Games,Free,108.1M,0.0$,Everyone
7786,1093924230,"iAnnotate 4 - read, markup and share PDFs and more",353,3.5,4.2.8,Productivity,Paid,28.2M,9.99$,Everyone
7787,1094030987,NFL Draft - Fan Mobile Pass,32,2.0,2.1,Sports,Free,59.7M,0.0$,Everyone
7788,1094038347,The Secret Elevator,64,3.5,1.1.3,Games,Paid,1331.0M,0.99$,Teen
7794,1094138419,Steppy Pants,12506,4.5,1.7,Games,Free,159.2M,0.0$,Teen
7798,1094167473,BOO! - Video chat camera with filters & stickers,1805,4.0,2.4.0,Social Networking,Free,106.9M,0.0$,Teen
7800,1094174239,更加令人感动的养成游戏「昭和杂货店物语２」,87,5.0,1.1.1,Games,Free,216.6M,0.0$,Everyone
7803,1094177277,Kungfu Street-Ultimate Fight,0,0.0,3,Games,Free,24.7M,0.0$,Everyone 12+
7807,1094248282,US Presidential Election 2016 - Polls,28,1.5,3.4,News,Free,39.7M,0.0$,Everyone 12+
7808,1094310546,It's a Space Thing,145,4.5,1.41,Games,Free,51.6M,0.0$,Teen
7809,1094370858,Cleanz - Clean up Your Photo Library,12,3.5,1.1,Photo & Video,Paid,12.0M,1.99$,Everyone
